model,solver,n_obj,steps
T=6 dt=0.5,Dopri5,7,41
T=6 dt=0.5,Dopri5,5,33
T=6 dt=0.5,Dopri5,7,39
T=6 dt=0.5,Dopri5,9,42
T=6 dt=0.5,Dopri5,10,32
T=6 dt=0.5,Dopri5,7,47
T=6 dt=0.5,Dopri5,5,39
T=6 dt=0.5,Dopri5,8,40
T=6 dt=0.5,Dopri5,8,44
T=6 dt=0.5,Dopri5,10,32
T=6 dt=0.5,Dopri5,6,41
T=6 dt=0.5,Dopri5,10,46
T=6 dt=0.5,Dopri5,7,32
T=6 dt=0.5,Dopri5,7,37
T=6 dt=0.5,Dopri5,3,40
T=6 dt=0.5,Dopri5,9,33
T=6 dt=0.5,Dopri5,9,50
T=6 dt=0.5,Dopri5,4,27
T=6 dt=0.5,Dopri5,10,31
T=6 dt=0.5,Dopri5,8,25
T=6 dt=0.5,Dopri5,10,34
T=6 dt=0.5,Dopri5,9,41
T=6 dt=0.5,Dopri5,8,30
T=6 dt=0.5,Dopri5,6,42
T=6 dt=0.5,Dopri5,9,50
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,9,44
T=6 dt=0.5,Dopri5,3,44
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,9,44
T=6 dt=0.5,Dopri5,9,46
T=6 dt=0.5,Dopri5,10,33
T=6 dt=0.5,Dopri5,9,44
T=6 dt=0.5,Dopri5,5,40
T=6 dt=0.5,Dopri5,7,46
T=6 dt=0.5,Dopri5,6,25
T=6 dt=0.5,Dopri5,9,38
T=6 dt=0.5,Dopri5,7,43
T=6 dt=0.5,Dopri5,5,34
T=6 dt=0.5,Dopri5,3,26
T=6 dt=0.5,Dopri5,7,41
T=6 dt=0.5,Dopri5,6,40
T=6 dt=0.5,Dopri5,5,36
T=6 dt=0.5,Dopri5,3,33
T=6 dt=0.5,Dopri5,4,47
T=6 dt=0.5,Dopri5,9,42
T=6 dt=0.5,Dopri5,7,45
T=6 dt=0.5,Dopri5,10,38
T=6 dt=0.5,Dopri5,3,39
T=6 dt=0.5,Dopri5,10,43
T=6 dt=0.5,Dopri5,8,28
T=6 dt=0.5,Dopri5,6,37
T=6 dt=0.5,Dopri5,10,36
T=6 dt=0.5,Dopri5,3,34
T=6 dt=0.5,Dopri5,3,30
T=6 dt=0.5,Dopri5,6,38
T=6 dt=0.5,Dopri5,9,46
T=6 dt=0.5,Dopri5,4,35
T=6 dt=0.5,Dopri5,6,44
T=6 dt=0.5,Dopri5,10,43
T=6 dt=0.5,Dopri5,3,32
T=6 dt=0.5,Dopri5,8,38
T=6 dt=0.5,Dopri5,4,44
T=6 dt=0.5,Dopri5,8,42
T=6 dt=0.5,Dopri5,5,49
T=6 dt=0.5,Dopri5,6,31
T=6 dt=0.5,Dopri5,4,42
T=6 dt=0.5,Dopri5,10,43
T=6 dt=0.5,Dopri5,8,41
T=6 dt=0.5,Dopri5,9,31
T=6 dt=0.5,Dopri5,6,30
T=6 dt=0.5,Dopri5,4,31
T=6 dt=0.5,Dopri5,8,28
T=6 dt=0.5,Dopri5,5,49
T=6 dt=0.5,Dopri5,8,31
T=6 dt=0.5,Dopri5,10,35
T=6 dt=0.5,Dopri5,5,49
T=6 dt=0.5,Dopri5,8,41
T=6 dt=0.5,Dopri5,4,41
T=6 dt=0.5,Dopri5,10,40
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,6,37
T=6 dt=0.5,Dopri5,8,40
T=6 dt=0.5,Dopri5,4,41
T=6 dt=0.5,Dopri5,9,36
T=6 dt=0.5,Dopri5,7,39
T=6 dt=0.5,Dopri5,8,47
T=6 dt=0.5,Dopri5,9,39
T=6 dt=0.5,Dopri5,6,36
T=6 dt=0.5,Dopri5,4,34
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,10,36
T=6 dt=0.5,Dopri5,9,48
T=6 dt=0.5,Dopri5,5,44
T=6 dt=0.5,Dopri5,8,30
T=6 dt=0.5,Dopri5,9,31
T=6 dt=0.5,Dopri5,5,42
T=6 dt=0.5,Dopri5,6,40
T=6 dt=0.5,Dopri5,8,45
T=6 dt=0.5,Dopri5,9,41
T=6 dt=0.5,Dopri5,9,44
T=6 dt=0.5,Dopri5,7,43
T=6 dt=0.5,Dopri5,3,36
T=6 dt=0.5,Dopri5,3,28
T=6 dt=0.5,Dopri5,5,41
T=6 dt=0.5,Dopri5,3,25
T=6 dt=0.5,Dopri5,9,49
T=6 dt=0.5,Dopri5,6,32
T=6 dt=0.5,Dopri5,5,32
T=6 dt=0.5,Dopri5,3,35
T=6 dt=0.5,Dopri5,8,34
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,3,25
T=6 dt=0.5,Dopri5,5,48
T=6 dt=0.5,Dopri5,7,48
T=6 dt=0.5,Dopri5,5,40
T=6 dt=0.5,Dopri5,7,34
T=6 dt=0.5,Dopri5,3,34
T=6 dt=0.5,Dopri5,7,28
T=6 dt=0.5,Dopri5,8,46
T=6 dt=0.5,Dopri5,4,32
T=6 dt=0.5,Dopri5,4,31
T=6 dt=0.5,Dopri5,9,33
T=6 dt=0.5,Dopri5,5,51
T=6 dt=0.5,Dopri5,8,39
T=6 dt=0.5,Dopri5,3,23
T=6 dt=0.5,Dopri5,3,33
T=6 dt=0.5,Dopri5,7,37
T=6 dt=0.5,Dopri5,10,32
T=6 dt=0.5,Dopri5,3,27
T=6 dt=0.5,Dopri5,8,50
T=6 dt=0.5,Dopri5,7,47
T=6 dt=0.5,Dopri5,10,39
T=6 dt=0.5,Dopri5,4,35
T=6 dt=0.5,Dopri5,7,33
T=6 dt=0.5,Dopri5,7,33
T=6 dt=0.5,Dopri5,6,48
T=6 dt=0.5,Dopri5,5,42
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,10,30
T=6 dt=0.5,Dopri5,8,41
T=6 dt=0.5,Dopri5,8,42
T=6 dt=0.5,Dopri5,3,40
T=6 dt=0.5,Dopri5,6,39
T=6 dt=0.5,Dopri5,3,35
T=6 dt=0.5,Dopri5,3,33
T=6 dt=0.5,Dopri5,9,42
T=6 dt=0.5,Dopri5,10,41
T=6 dt=0.5,Dopri5,9,49
T=6 dt=0.5,Dopri5,8,38
T=6 dt=0.5,Dopri5,7,35
T=6 dt=0.5,Dopri5,3,32
T=6 dt=0.5,Dopri5,9,31
T=6 dt=0.5,Dopri5,7,39
T=6 dt=0.5,Dopri5,7,54
T=6 dt=0.5,Dopri5,3,26
T=6 dt=0.5,Dopri5,9,35
T=6 dt=0.5,Dopri5,7,33
T=6 dt=0.5,Dopri5,6,30
T=6 dt=0.5,Dopri5,6,41
T=6 dt=0.5,Dopri5,9,30
T=6 dt=0.5,Dopri5,10,43
T=6 dt=0.5,Dopri5,4,32
T=6 dt=0.5,Dopri5,9,39
T=6 dt=0.5,Dopri5,9,36
T=6 dt=0.5,Dopri5,5,55
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,10,29
T=6 dt=0.5,Dopri5,5,32
T=6 dt=0.5,Dopri5,8,30
T=6 dt=0.5,Dopri5,4,44
T=6 dt=0.5,Dopri5,7,49
T=6 dt=0.5,Dopri5,6,40
T=6 dt=0.5,Dopri5,3,29
T=6 dt=0.5,Dopri5,7,36
T=6 dt=0.5,Dopri5,5,35
T=6 dt=0.5,Dopri5,3,43
T=6 dt=0.5,Dopri5,9,41
T=6 dt=0.5,Dopri5,5,46
T=6 dt=0.5,Dopri5,7,49
T=6 dt=0.5,Dopri5,5,49
T=6 dt=0.5,Dopri5,6,44
T=6 dt=0.5,Dopri5,6,41
T=6 dt=0.5,Dopri5,8,46
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,6,29
T=6 dt=0.5,Dopri5,6,31
T=6 dt=0.5,Dopri5,4,39
T=6 dt=0.5,Dopri5,7,42
T=6 dt=0.5,Dopri5,8,36
T=6 dt=0.5,Dopri5,5,42
T=6 dt=0.5,Dopri5,5,32
T=6 dt=0.5,Dopri5,10,48
T=6 dt=0.5,Dopri5,7,35
T=6 dt=0.5,Dopri5,4,30
T=6 dt=0.5,Dopri5,6,43
T=6 dt=0.5,Dopri5,9,48
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,10,41
T=6 dt=0.5,Dopri5,4,41
T=6 dt=0.5,Dopri5,4,40
T=6 dt=0.5,Dopri5,7,41
T=6 dt=0.5,Dopri5,3,44
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,5,26
T=6 dt=0.5,Dopri5,5,31
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,5,35
T=6 dt=0.5,Dopri5,3,38
T=6 dt=0.5,Dopri5,6,40
T=6 dt=0.5,Dopri5,9,41
T=6 dt=0.5,Dopri5,8,47
T=6 dt=0.5,Dopri5,10,41
T=6 dt=0.5,Dopri5,10,30
T=6 dt=0.5,Dopri5,3,36
T=6 dt=0.5,Dopri5,3,35
T=6 dt=0.5,Dopri5,4,36
T=6 dt=0.5,Dopri5,3,28
T=6 dt=0.5,Dopri5,3,25
T=6 dt=0.5,Dopri5,7,38
T=6 dt=0.5,Dopri5,5,44
T=6 dt=0.5,Dopri5,8,49
T=6 dt=0.5,Dopri5,9,45
T=6 dt=0.5,Dopri5,10,40
T=6 dt=0.5,Dopri5,7,37
T=6 dt=0.5,Dopri5,6,38
T=6 dt=0.5,Dopri5,4,25
T=6 dt=0.5,Dopri5,5,44
T=6 dt=0.5,Dopri5,7,40
T=6 dt=0.5,Dopri5,8,42
T=6 dt=0.5,Dopri5,5,43
T=6 dt=0.5,Dopri5,10,41
T=6 dt=0.5,Dopri5,6,42
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,8,34
T=6 dt=0.5,Dopri5,5,47
T=6 dt=0.5,Dopri5,6,32
T=6 dt=0.5,Dopri5,5,30
T=6 dt=0.5,Dopri5,3,46
T=6 dt=0.5,Dopri5,8,40
T=6 dt=0.5,Dopri5,7,39
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,6,37
T=6 dt=0.5,Dopri5,7,43
T=6 dt=0.5,Dopri5,6,33
T=6 dt=0.5,Dopri5,6,40
T=6 dt=0.5,Dopri5,3,29
T=6 dt=0.5,Dopri5,4,39
T=6 dt=0.5,Dopri5,4,52
T=6 dt=0.5,Dopri5,5,28
T=6 dt=0.5,Dopri5,9,39
T=6 dt=0.5,Dopri5,4,32
T=6 dt=0.5,Dopri5,7,31
T=6 dt=0.5,Dopri5,10,52
T=6 dt=0.5,Dopri5,4,31
T=6 dt=0.5,Dopri5,8,33
T=6 dt=0.5,Dopri5,5,37
T=6 dt=0.5,Dopri5,8,38
T=6 dt=0.5,Dopri5,10,44
T=6 dt=0.5,Dopri5,4,40
T=6 dt=0.5,Dopri5,7,46
T=6 dt=0.5,Dopri5,4,46
T=6 dt=0.5,Dopri5,4,40
T=6 dt=0.5,Dopri5,8,42
T=6 dt=0.5,Dopri5,7,37
T=6 dt=0.5,Dopri5,3,29
T=6 dt=0.5,Dopri5,7,41
T=6 dt=0.5,Dopri5,5,41
T=6 dt=0.5,Dopri5,5,43
T=6 dt=0.5,Dopri5,5,51
T=6 dt=0.5,Dopri5,9,41
T=6 dt=0.5,Dopri5,4,32
T=6 dt=0.5,Dopri5,4,28
T=6 dt=0.5,Dopri5,5,39
T=6 dt=0.5,Dopri5,8,41
T=6 dt=0.5,Dopri5,3,52
T=6 dt=0.5,Dopri5,9,38
T=6 dt=0.5,Dopri5,5,38
T=6 dt=0.5,Dopri5,7,49
T=6 dt=0.5,Dopri5,7,41
T=6 dt=0.5,Dopri5,6,34
T=6 dt=0.5,Dopri5,5,52
T=6 dt=0.5,Dopri5,5,44
T=6 dt=0.5,Dopri5,9,29
T=6 dt=0.5,Dopri5,10,38
T=6 dt=0.5,Dopri5,7,34
T=6 dt=0.5,Dopri5,10,37
T=6 dt=0.5,Dopri5,8,53
T=6 dt=0.5,Dopri5,9,33
T=6 dt=0.5,Dopri5,8,47
T=6 dt=0.5,Tsit5,4,43
T=6 dt=0.5,Tsit5,10,43
T=6 dt=0.5,Tsit5,5,42
T=6 dt=0.5,Tsit5,4,30
T=6 dt=0.5,Tsit5,7,35
T=6 dt=0.5,Tsit5,3,42
T=6 dt=0.5,Tsit5,5,43
T=6 dt=0.5,Tsit5,3,40
T=6 dt=0.5,Tsit5,7,46
T=6 dt=0.5,Tsit5,4,31
T=6 dt=0.5,Tsit5,7,40
T=6 dt=0.5,Tsit5,5,39
T=6 dt=0.5,Tsit5,9,35
T=6 dt=0.5,Tsit5,5,31
T=6 dt=0.5,Tsit5,4,46
T=6 dt=0.5,Tsit5,5,37
T=6 dt=0.5,Tsit5,6,32
T=6 dt=0.5,Tsit5,5,41
T=6 dt=0.5,Tsit5,3,28
T=6 dt=0.5,Tsit5,7,47
T=6 dt=0.5,Tsit5,8,37
T=6 dt=0.5,Tsit5,8,53
T=6 dt=0.5,Tsit5,4,34
T=6 dt=0.5,Tsit5,7,45
T=6 dt=0.5,Tsit5,5,36
T=6 dt=0.5,Tsit5,4,41
T=6 dt=0.5,Tsit5,4,43
T=6 dt=0.5,Tsit5,3,35
T=6 dt=0.5,Tsit5,5,34
T=6 dt=0.5,Tsit5,9,40
T=6 dt=0.5,Tsit5,6,42
T=6 dt=0.5,Tsit5,6,49
T=6 dt=0.5,Tsit5,9,39
T=6 dt=0.5,Tsit5,10,55
T=6 dt=0.5,Tsit5,9,30
T=6 dt=0.5,Tsit5,8,46
T=6 dt=0.5,Tsit5,5,34
T=6 dt=0.5,Tsit5,10,44
T=6 dt=0.5,Tsit5,4,33
T=6 dt=0.5,Tsit5,3,32
T=6 dt=0.5,Tsit5,5,32
T=6 dt=0.5,Tsit5,5,37
T=6 dt=0.5,Tsit5,3,40
T=6 dt=0.5,Tsit5,9,33
T=6 dt=0.5,Tsit5,8,45
T=6 dt=0.5,Tsit5,10,37
T=6 dt=0.5,Tsit5,9,38
T=6 dt=0.5,Tsit5,8,42
T=6 dt=0.5,Tsit5,8,34
T=6 dt=0.5,Tsit5,7,40
T=6 dt=0.5,Tsit5,7,45
T=6 dt=0.5,Tsit5,6,42
T=6 dt=0.5,Tsit5,5,36
T=6 dt=0.5,Tsit5,8,39
T=6 dt=0.5,Tsit5,7,40
T=6 dt=0.5,Tsit5,8,38
T=6 dt=0.5,Tsit5,8,48
T=6 dt=0.5,Tsit5,4,33
T=6 dt=0.5,Tsit5,8,37
T=6 dt=0.5,Tsit5,9,39
T=6 dt=0.5,Tsit5,4,39
T=6 dt=0.5,Tsit5,9,52
T=6 dt=0.5,Tsit5,4,32
T=6 dt=0.5,Tsit5,9,51
T=6 dt=0.5,Tsit5,8,41
T=6 dt=0.5,Tsit5,7,38
T=6 dt=0.5,Tsit5,3,30
T=6 dt=0.5,Tsit5,7,31
T=6 dt=0.5,Tsit5,8,31
T=6 dt=0.5,Tsit5,9,38
T=6 dt=0.5,Tsit5,7,47
T=6 dt=0.5,Tsit5,10,34
T=6 dt=0.5,Tsit5,6,58
T=6 dt=0.5,Tsit5,3,35
T=6 dt=0.5,Tsit5,6,36
T=6 dt=0.5,Tsit5,8,37
T=6 dt=0.5,Tsit5,7,33
T=6 dt=0.5,Tsit5,6,38
T=6 dt=0.5,Tsit5,9,43
T=6 dt=0.5,Tsit5,3,51
T=6 dt=0.5,Tsit5,10,41
T=6 dt=0.5,Tsit5,8,37
T=6 dt=0.5,Tsit5,7,37
T=6 dt=0.5,Tsit5,7,49
T=6 dt=0.5,Tsit5,4,35
T=6 dt=0.5,Tsit5,9,39
T=6 dt=0.5,Tsit5,6,40
T=6 dt=0.5,Tsit5,7,42
T=6 dt=0.5,Tsit5,7,60
T=6 dt=0.5,Tsit5,7,55
T=6 dt=0.5,Tsit5,5,51
T=6 dt=0.5,Tsit5,3,43
T=6 dt=0.5,Tsit5,3,27
T=6 dt=0.5,Tsit5,7,36
T=6 dt=0.5,Tsit5,9,46
T=6 dt=0.5,Tsit5,7,51
T=6 dt=0.5,Tsit5,10,51
T=6 dt=0.5,Tsit5,8,34
T=6 dt=0.5,Tsit5,7,49
T=6 dt=0.5,Tsit5,3,31
T=6 dt=0.5,Tsit5,7,40
T=6 dt=0.5,Tsit5,10,36
T=6 dt=0.5,Tsit5,4,34
T=6 dt=0.5,Tsit5,4,33
T=6 dt=0.5,Tsit5,3,39
T=6 dt=0.5,Tsit5,5,35
T=6 dt=0.5,Tsit5,9,49
T=6 dt=0.5,Tsit5,7,40
T=6 dt=0.5,Tsit5,6,39
T=6 dt=0.5,Tsit5,8,38
T=6 dt=0.5,Tsit5,6,41
T=6 dt=0.5,Tsit5,3,41
T=6 dt=0.5,Tsit5,9,46
T=6 dt=0.5,Tsit5,10,45
T=6 dt=0.5,Tsit5,3,43
T=6 dt=0.5,Tsit5,8,47
T=6 dt=0.5,Tsit5,4,40
T=6 dt=0.5,Tsit5,10,40
T=6 dt=0.5,Tsit5,6,35
T=6 dt=0.5,Tsit5,7,50
T=6 dt=0.5,Tsit5,4,37
T=6 dt=0.5,Tsit5,3,29
T=6 dt=0.5,Tsit5,3,42
T=6 dt=0.5,Tsit5,3,32
T=6 dt=0.5,Tsit5,8,51
T=6 dt=0.5,Tsit5,4,30
T=6 dt=0.5,Tsit5,6,44
T=6 dt=0.5,Tsit5,6,46
T=6 dt=0.5,Tsit5,9,45
T=6 dt=0.5,Tsit5,8,42
T=6 dt=0.5,Tsit5,8,42
T=6 dt=0.5,Tsit5,3,47
T=6 dt=0.5,Tsit5,5,37
T=6 dt=0.5,Tsit5,5,36
T=6 dt=0.5,Tsit5,6,44
T=6 dt=0.5,Tsit5,6,41
T=6 dt=0.5,Tsit5,10,56
T=6 dt=0.5,Tsit5,4,41
T=6 dt=0.5,Tsit5,8,50
T=6 dt=0.5,Tsit5,10,34
T=6 dt=0.5,Tsit5,3,31
T=6 dt=0.5,Tsit5,3,37
T=6 dt=0.5,Tsit5,6,41
T=6 dt=0.5,Tsit5,9,38
T=6 dt=0.5,Tsit5,9,35
T=6 dt=0.5,Tsit5,7,51
T=6 dt=0.5,Tsit5,4,40
T=6 dt=0.5,Tsit5,7,41
T=6 dt=0.5,Tsit5,10,57
T=6 dt=0.5,Tsit5,4,50
T=6 dt=0.5,Tsit5,3,31
T=6 dt=0.5,Tsit5,6,46
T=6 dt=0.5,Tsit5,6,51
T=6 dt=0.5,Tsit5,10,36
T=6 dt=0.5,Tsit5,4,38
T=6 dt=0.5,Tsit5,8,45
T=6 dt=0.5,Tsit5,3,38
T=6 dt=0.5,Tsit5,6,35
T=6 dt=0.5,Tsit5,4,35
T=6 dt=0.5,Tsit5,5,46
T=6 dt=0.5,Tsit5,4,46
T=6 dt=0.5,Tsit5,6,36
T=6 dt=0.5,Tsit5,5,40
T=6 dt=0.5,Tsit5,10,42
T=6 dt=0.5,Tsit5,5,37
T=6 dt=0.5,Tsit5,5,36
T=6 dt=0.5,Tsit5,9,45
T=6 dt=0.5,Tsit5,8,48
T=6 dt=0.5,Tsit5,6,41
T=6 dt=0.5,Tsit5,6,52
T=6 dt=0.5,Tsit5,7,41
T=6 dt=0.5,Tsit5,10,39
T=6 dt=0.5,Tsit5,5,32
T=6 dt=0.5,Tsit5,4,47
T=6 dt=0.5,Tsit5,7,33
T=6 dt=0.5,Tsit5,9,54
T=6 dt=0.5,Tsit5,10,37
T=6 dt=0.5,Tsit5,6,42
T=6 dt=0.5,Tsit5,7,35
T=6 dt=0.5,Tsit5,3,51
T=6 dt=0.5,Tsit5,5,34
T=6 dt=0.5,Tsit5,7,38
T=6 dt=0.5,Tsit5,5,39
T=6 dt=0.5,Tsit5,8,50
T=6 dt=0.5,Tsit5,9,44
T=6 dt=0.5,Tsit5,9,50
T=6 dt=0.5,Tsit5,4,28
T=6 dt=0.5,Tsit5,3,47
T=6 dt=0.5,Tsit5,8,43
T=6 dt=0.5,Tsit5,6,42
T=6 dt=0.5,Tsit5,5,44
T=6 dt=0.5,Tsit5,10,29
T=6 dt=0.5,Tsit5,9,43
T=6 dt=0.5,Tsit5,6,47
T=6 dt=0.5,Tsit5,5,43
T=6 dt=0.5,Tsit5,4,38
T=6 dt=0.5,Tsit5,8,46
T=6 dt=0.5,Tsit5,3,40
T=6 dt=0.5,Tsit5,9,47
T=6 dt=0.5,Tsit5,9,40
T=6 dt=0.5,Tsit5,10,42
T=6 dt=0.5,Tsit5,3,35
T=6 dt=0.5,Tsit5,9,46
T=6 dt=0.5,Tsit5,9,34
T=6 dt=0.5,Tsit5,9,49
T=6 dt=0.5,Tsit5,8,43
T=6 dt=0.5,Tsit5,7,39
T=6 dt=0.5,Tsit5,5,43
T=6 dt=0.5,Tsit5,3,39
T=6 dt=0.5,Tsit5,7,42
T=6 dt=0.5,Tsit5,7,40
T=6 dt=0.5,Tsit5,5,36
T=6 dt=0.5,Tsit5,7,44
T=6 dt=0.5,Tsit5,9,43
T=6 dt=0.5,Tsit5,10,32
T=6 dt=0.5,Tsit5,7,41
T=6 dt=0.5,Tsit5,5,40
T=6 dt=0.5,Tsit5,8,44
T=6 dt=0.5,Tsit5,8,43
T=6 dt=0.5,Tsit5,10,39
T=6 dt=0.5,Tsit5,6,44
T=6 dt=0.5,Tsit5,10,48
T=6 dt=0.5,Tsit5,7,32
T=6 dt=0.5,Tsit5,7,33
T=6 dt=0.5,Tsit5,3,34
T=6 dt=0.5,Tsit5,9,37
T=6 dt=0.5,Tsit5,9,46
T=6 dt=0.5,Tsit5,4,29
T=6 dt=0.5,Tsit5,10,39
T=6 dt=0.5,Tsit5,8,27
T=6 dt=0.5,Tsit5,10,38
T=6 dt=0.5,Tsit5,9,35
T=6 dt=0.5,Tsit5,8,35
T=6 dt=0.5,Tsit5,6,43
T=6 dt=0.5,Tsit5,9,47
T=6 dt=0.5,Tsit5,4,34
T=6 dt=0.5,Tsit5,9,45
T=6 dt=0.5,Tsit5,3,40
T=6 dt=0.5,Tsit5,6,39
T=6 dt=0.5,Tsit5,9,43
T=6 dt=0.5,Tsit5,9,47
T=6 dt=0.5,Tsit5,10,38
T=6 dt=0.5,Tsit5,9,46
T=6 dt=0.5,Tsit5,5,39
T=6 dt=0.5,Tsit5,7,49
T=6 dt=0.5,Tsit5,6,32
T=6 dt=0.5,Tsit5,9,34
T=6 dt=0.5,Tsit5,7,44
T=6 dt=0.5,Tsit5,5,35
T=6 dt=0.5,Tsit5,3,32
T=6 dt=0.5,Tsit5,7,42
T=6 dt=0.5,Tsit5,6,41
T=6 dt=0.5,Tsit5,5,32
T=6 dt=0.5,Tsit5,3,31
T=6 dt=0.5,Tsit5,4,47
T=6 dt=0.5,Tsit5,9,42
T=6 dt=0.5,Tsit5,7,51
T=6 dt=0.5,Tsit5,10,37
T=6 dt=0.5,Tsit5,3,38
T=6 dt=0.5,Tsit5,10,44
T=6 dt=0.5,Tsit5,8,30
T=6 dt=0.5,Tsit5,6,39
T=6 dt=0.5,Tsit5,10,35
T=6 dt=0.5,Tsit5,3,37
T=6 dt=0.5,Tsit5,3,31
T=6 dt=0.5,Tsit5,6,42
T=6 dt=0.5,Tsit5,9,46
T=6 dt=0.5,Tsit5,4,31
T=6 dt=0.5,Tsit5,6,46
T=6 dt=0.5,Tsit5,10,43
T=6 dt=0.5,Tsit5,3,35
T=6 dt=0.5,Tsit5,8,35
T=6 dt=0.5,Tsit5,4,43
T=6 dt=0.5,Tsit5,8,39
T=6 dt=0.5,Tsit5,5,53
T=6 dt=0.5,Tsit5,6,40
T=6 dt=0.5,Tsit5,4,41
T=6 dt=0.5,Tsit5,10,47
T=6 dt=0.5,Tsit5,8,40
T=6 dt=0.5,Tsit5,9,31
T=6 dt=0.5,Tsit5,6,35
T=6 dt=0.5,Tsit5,4,34
T=6 dt=0.5,Tsit5,8,33
T=6 dt=0.5,Tsit5,5,46
T=6 dt=0.5,Tsit5,8,31
T=6 dt=0.5,Tsit5,10,35
T=6 dt=0.5,Tsit5,5,55
T=6 dt=0.5,Tsit5,8,47
T=6 dt=0.5,Tsit5,4,46
T=6 dt=0.5,Tsit5,10,40
T=6 dt=0.5,Tsit5,6,36
T=6 dt=0.5,Tsit5,6,45
T=6 dt=0.5,Tsit5,8,44
T=6 dt=0.5,Tsit5,4,38
T=6 dt=0.5,Tsit5,9,42
T=6 dt=0.5,Tsit5,7,42
T=6 dt=0.5,Tsit5,8,50
T=6 dt=0.5,Tsit5,9,42
T=6 dt=0.5,Tsit5,6,37
T=6 dt=0.5,Tsit5,4,34
T=6 dt=0.5,Tsit5,6,40
T=6 dt=0.5,Tsit5,10,40
T=6 dt=0.5,Tsit5,9,49
T=6 dt=0.5,Tsit5,5,48
T=6 dt=0.5,Tsit5,8,29
T=6 dt=0.5,Tsit5,9,35
T=6 dt=0.5,Tsit5,5,43
T=6 dt=0.5,Tsit5,6,40
T=6 dt=0.5,Tsit5,8,45
T=6 dt=0.5,Tsit5,9,45
T=6 dt=0.5,Tsit5,9,48
T=6 dt=0.5,Tsit5,7,51
T=6 dt=0.5,Tsit5,3,37
T=6 dt=0.5,Tsit5,3,29
T=6 dt=0.5,Tsit5,5,39
T=6 dt=0.5,Tsit5,3,26
T=6 dt=0.5,Tsit5,9,48
T=6 dt=0.5,Tsit5,6,38
T=6 dt=0.5,Tsit5,5,34
T=6 dt=0.5,Tsit5,3,34
T=6 dt=0.5,Tsit5,8,34
T=6 dt=0.5,Tsit5,5,36
T=6 dt=0.5,Tsit5,3,29
T=6 dt=0.5,Tsit5,5,47
T=6 dt=0.5,Tsit5,7,51
T=6 dt=0.5,Tsit5,5,48
T=6 dt=0.5,Tsit5,7,38
T=6 dt=0.5,Tsit5,3,38
T=6 dt=0.5,Tsit5,7,38
T=6 dt=0.5,Tsit5,8,49
T=6 dt=0.5,Tsit5,4,41
T=6 dt=0.5,Tsit5,4,28
T=6 dt=0.5,Tsit5,9,42
T=6 dt=0.5,Tsit5,5,53
T=6 dt=0.5,Tsit5,8,39
T=6 dt=0.5,Tsit5,3,25
T=6 dt=0.5,Tsit5,3,33
T=6 dt=0.5,Tsit5,7,36
T=6 dt=0.5,Tsit5,10,40
T=6 dt=0.5,Tsit5,3,30
T=6 dt=0.5,Tsit5,8,50
T=6 dt=0.5,Tsit5,7,46
T=6 dt=0.5,Tsit5,10,56
T=6 dt=0.5,Tsit5,4,42
T=6 dt=0.5,Tsit5,7,38
T=6 dt=0.5,Tsit5,7,35
T=6 dt=0.5,Tsit5,6,46
T=6 dt=0.5,Tsit5,5,40
T=6 dt=0.5,Tsit5,4,39
T=6 dt=0.5,Tsit5,10,35
T=6 dt=0.5,Tsit5,8,45
T=6 dt=0.5,Tsit5,8,45
T=6 dt=0.5,Tsit5,3,46
T=6 dt=0.5,Tsit5,6,46
T=6 dt=0.5,Tsit5,3,38
T=6 dt=0.5,Tsit5,3,35
T=6 dt=0.5,Tsit5,9,45
T=6 dt=0.5,Tsit5,10,47
T=6 dt=0.5,Tsit5,9,49
T=6 dt=0.5,Tsit5,8,42
T=6 dt=0.5,Tsit5,7,42
T=6 dt=0.5,Tsit5,3,35
T=6 dt=0.5,Tsit5,9,33
T=6 dt=0.5,Tsit5,7,43
T=6 dt=0.5,Tsit5,7,56
T=6 dt=0.5,Tsit5,3,28
T=6 dt=0.5,Tsit5,9,35
T=6 dt=0.5,Tsit5,7,37
T=6 dt=0.5,Tsit5,6,34
T=6 dt=0.5,Tsit5,6,42
T=6 dt=0.5,Tsit5,9,37
T=6 dt=0.5,Tsit5,10,41
T=6 dt=0.5,Tsit5,4,33
T=6 dt=0.5,Tsit5,9,38
T=6 dt=0.5,Tsit5,9,41
T=6 dt=0.5,Tsit5,5,58
